Mã HP	Tên Học Phần	Tổng TC	TC Lý thuyết	TC Thực hành	TC Tự học	Hình thức (OFFLINE/ONLINE_ELEARNING/ONLINE_COURSERA/HYBRID)	Loại phòng (LT / PM / TN / SB / XT / BV / DN / ONLINE / DA)	Mã Khoa	Mã Bộ môn (Tùy chọn)	Mã Khoa dùng chung (cách nhau dấu phẩy, VD: IT,CS,MATH)
MEM-1761	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	MEM	MEM-BM1	
MEM-1762	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	MEM	MEM-BM1	
BCEE-1763	Sinh hoc tong hop gioi thieu	3	2	1	0	HYBRID	LT	BCEE	BCEE-BM1	
BCEE-1764	Ky thuat nuoi cay te bao	3	2	1	0	HYBRID	LT	BCEE	BCEE-BM1	
BCEE-1765	Phan tich du lieu omics co ban	3	2	1	0	HYBRID	LT	BCEE	BCEE-BM1	
BCEE-1766	Cong nghe vi sinh cong nghiep	3	2	1	0	HYBRID	LT	BCEE	BCEE-BM1	
BCEE-1767	Xu ly bun chat thai ran nguy hai	3	2	1	0	HYBRID	LT	BCEE	BCEE-BM1	
BCEE-1768	Quan trac moi truong dai tra	3	2	1	0	HYBRID	LT	BCEE	BCEE-BM1	
BCEE-1769	Kinh te tuan hoan va tai che	3	2	1	0	HYBRID	LT	BCEE	BCEE-BM1	
BCEE-1770	Danh gia song con chung vi sinh	3	2	1	0	HYBRID	LT	BCEE	BCEE-BM1	
BCEE-1771	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	BCEE	BCEE-BM1	
BCEE-1772	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	BCEE	BCEE-BM1	
EEE-1773	He thong nhung an toan chuc nang	3	2	1	0	HYBRID	LT	EEE	EEE-BM1	
EEE-1774	Thiet ke nguon thap tieu thu	3	2	1	0	HYBRID	LT	EEE	EEE-BM1	
EEE-1775	Giao thuc cong nghiep thoi gian thuc	3	2	1	0	HYBRID	LT	EEE	EEE-BM1	
EEE-1776	Xu ly tin hieu so da toc do	3	2	1	0	HYBRID	LT	EEE	EEE-BM1	
EEE-1777	Lidar va cam bien cho robot	3	2	1	0	HYBRID	LT	EEE	EEE-BM1	
EEE-1778	Do tin cay he thong dien tu	3	2	1	0	HYBRID	LT	EEE	EEE-BM1	
EEE-1779	Chuan hoa EMC EMI co ban	3	2	1	0	HYBRID	LT	EEE	EEE-BM1	
EEE-1780	Do an tich hop dien co	3	2	1	0	HYBRID	LT	EEE	EEE-BM1	
EEE-1781	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	EEE	EEE-BM1	
EEE-1782	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	EEE	EEE-BM1	
MSE-1783	Chuyên đề tự chọn 1 - MSE	3	2	1	0	HYBRID	LT	MSE	MSE-BM1	
MSE-1784	Chuyên đề tự chọn 2 - MSE	3	2	1	0	HYBRID	LT	MSE	MSE-BM1	
MSE-1785	Chuyên đề tự chọn 3 - MSE	3	2	1	0	HYBRID	LT	MSE	MSE-BM1	
MSE-1786	Chuyên đề tự chọn 4 - MSE	3	2	1	0	HYBRID	LT	MSE	MSE-BM1	
MSE-1787	Chuyên đề tự chọn 5 - MSE	3	2	1	0	HYBRID	LT	MSE	MSE-BM1	
MSE-1788	Chuyên đề tự chọn 6 - MSE	3	2	1	0	HYBRID	LT	MSE	MSE-BM1	
MSE-1789	Chuyên đề tự chọn 7 - MSE	3	2	1	0	HYBRID	LT	MSE	MSE-BM1	
MSE-1790	Chuyên đề tự chọn 8 - MSE	3	2	1	0	HYBRID	LT	MSE	MSE-BM1	
MSE-1791	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	MSE	MSE-BM1	
MSE-1792	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	MSE	MSE-BM1	
VEE-1793	Chuyên đề tự chọn 1 - VEE	3	2	1	0	HYBRID	LT	VEE	VEE-BM1	
VEE-1794	Chuyên đề tự chọn 2 - VEE	3	2	1	0	HYBRID	LT	VEE	VEE-BM1	
VEE-1795	Chuyên đề tự chọn 3 - VEE	3	2	1	0	HYBRID	LT	VEE	VEE-BM1	
VEE-1796	Chuyên đề tự chọn 4 - VEE	3	2	1	0	HYBRID	LT	VEE	VEE-BM1	
VEE-1797	Chuyên đề tự chọn 5 - VEE	3	2	1	0	HYBRID	LT	VEE	VEE-BM1	
VEE-1798	Chuyên đề tự chọn 6 - VEE	3	2	1	0	HYBRID	LT	VEE	VEE-BM1	
VEE-1799	Chuyên đề tự chọn 7 - VEE	3	2	1	0	HYBRID	LT	VEE	VEE-BM1	
VEE-1800	Chuyên đề tự chọn 8 - VEE	3	2	1	0	HYBRID	LT	VEE	VEE-BM1	
VEE-1801	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	VEE	VEE-BM1	
VEE-1802	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	VEE	VEE-BM1	
FTH-1803	Chuyên đề tự chọn 1 - FTH	3	2	1	0	HYBRID	LT	FTH	FTH-BM1	
FTH-1804	Chuyên đề tự chọn 2 - FTH	3	2	1	0	HYBRID	LT	FTH	FTH-BM1	
FTH-1805	Chuyên đề tự chọn 3 - FTH	3	2	1	0	HYBRID	LT	FTH	FTH-BM1	
FTH-1806	Chuyên đề tự chọn 4 - FTH	3	2	1	0	HYBRID	LT	FTH	FTH-BM1	
FTH-1807	Chuyên đề tự chọn 5 - FTH	3	2	1	0	HYBRID	LT	FTH	FTH-BM1	
FTH-1808	Chuyên đề tự chọn 6 - FTH	3	2	1	0	HYBRID	LT	FTH	FTH-BM1	
FTH-1809	Chuyên đề tự chọn 7 - FTH	3	2	1	0	HYBRID	LT	FTH	FTH-BM1	
FTH-1810	Chuyên đề tự chọn 8 - FTH	3	2	1	0	HYBRID	LT	FTH	FTH-BM1	
FTH-1811	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	FTH	FTH-BM1	
FTH-1812	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	FTH	FTH-BM1	
EIB-1813	Chuyên đề tự chọn 1 - EIB	3	2	1	0	HYBRID	LT	EIB	EIB-BM1	
EIB-1814	Chuyên đề tự chọn 2 - EIB	3	2	1	0	HYBRID	LT	EIB	EIB-BM1	
EIB-1815	Chuyên đề tự chọn 3 - EIB	3	2	1	0	HYBRID	LT	EIB	EIB-BM1	
EIB-1816	Chuyên đề tự chọn 4 - EIB	3	2	1	0	HYBRID	LT	EIB	EIB-BM1	
EIB-1817	Chuyên đề tự chọn 5 - EIB	3	2	1	0	HYBRID	LT	EIB	EIB-BM1	
EIB-1818	Chuyên đề tự chọn 6 - EIB	3	2	1	0	HYBRID	LT	EIB	EIB-BM1	
EIB-1819	Chuyên đề tự chọn 7 - EIB	3	2	1	0	HYBRID	LT	EIB	EIB-BM1	
EIB-1820	Chuyên đề tự chọn 8 - EIB	3	2	1	0	HYBRID	LT	EIB	EIB-BM1	
EIB-1821	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	EIB	EIB-BM1	
EIB-1822	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	EIB	EIB-BM1	
FBA-1823	Chien luoc doanh nghiep case study	3	2	1	0	HYBRID	LT	FBA	FBA-BM1	
FBA-1824	Design thinking trong kinh doanh	3	2	1	0	HYBRID	LT	FBA	FBA-BM1	
FBA-1825	Phan tich doi thu canh tranh	3	2	1	0	HYBRID	LT	FBA	FBA-BM1	
FBA-1826	Dinh gia san pham va dich vu	3	2	1	0	HYBRID	LT	FBA	FBA-BM1	
FBA-1827	Venture capital va goi von seed	3	2	1	0	HYBRID	LT	FBA	FBA-BM1	
FBA-1828	Van hanh startup	3	2	1	0	HYBRID	LT	FBA	FBA-BM1	
FBA-1829	OKR va KPI trong doanh nghiep	3	2	1	0	HYBRID	LT	FBA	FBA-BM1	
FBA-1830	Dao du lieu kinh doanh	3	2	1	0	HYBRID	LT	FBA	FBA-BM1	
FBA-1831	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	FBA	FBA-BM1	
FBA-1832	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	FBA	FBA-BM1	
FFA-1833	Chuyên đề tự chọn 1 - FFA	3	2	1	0	HYBRID	LT	FFA	FFA-BM1	
FFA-1834	Chuyên đề tự chọn 2 - FFA	3	2	1	0	HYBRID	LT	FFA	FFA-BM1	
FFA-1835	Chuyên đề tự chọn 3 - FFA	3	2	1	0	HYBRID	LT	FFA	FFA-BM1	
FFA-1836	Chuyên đề tự chọn 4 - FFA	3	2	1	0	HYBRID	LT	FFA	FFA-BM1	
FFA-1837	Chuyên đề tự chọn 5 - FFA	3	2	1	0	HYBRID	LT	FFA	FFA-BM1	
FFA-1838	Chuyên đề tự chọn 6 - FFA	3	2	1	0	HYBRID	LT	FFA	FFA-BM1	
FFA-1839	Chuyên đề tự chọn 7 - FFA	3	2	1	0	HYBRID	LT	FFA	FFA-BM1	
FFA-1840	Chuyên đề tự chọn 8 - FFA	3	2	1	0	HYBRID	LT	FFA	FFA-BM1	
FFA-1841	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	FFA	FFA-BM1	
FFA-1842	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	FFA	FFA-BM1	
FIS-1843	Chuyên đề tự chọn 1 - FIS	3	2	1	0	HYBRID	LT	FIS	FIS-BM1	
FIS-1844	Chuyên đề tự chọn 2 - FIS	3	2	1	0	HYBRID	LT	FIS	FIS-BM1	
FIS-1845	Chuyên đề tự chọn 3 - FIS	3	2	1	0	HYBRID	LT	FIS	FIS-BM1	
FIS-1846	Chuyên đề tự chọn 4 - FIS	3	2	1	0	HYBRID	LT	FIS	FIS-BM1	
FIS-1847	Chuyên đề tự chọn 5 - FIS	3	2	1	0	HYBRID	LT	FIS	FIS-BM1	
FIS-1848	Chuyên đề tự chọn 6 - FIS	3	2	1	0	HYBRID	LT	FIS	FIS-BM1	
FIS-1849	Chuyên đề tự chọn 7 - FIS	3	2	1	0	HYBRID	LT	FIS	FIS-BM1	
FIS-1850	Chuyên đề tự chọn 8 - FIS	3	2	1	0	HYBRID	LT	FIS	FIS-BM1	
FIS-1851	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	FIS	FIS-BM1	
FIS-1852	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	FIS	FIS-BM1	
FCS-1853	Kien truc phan mem huong mien	3	2	1	0	HYBRID	LT	FCS	FCS-BM1	
FCS-1854	Ky thuat reverse engineering co ban	3	2	1	0	HYBRID	LT	FCS	FCS-BM1	
FCS-1855	CSDL do thi va ung dung	3	2	1	0	HYBRID	LT	FCS	FCS-BM1	
FCS-1856	Ngon ngu Rust nen tang	3	2	1	0	HYBRID	LT	FCS	FCS-BM1	
FCS-1857	Toi uu hieu nang phan mem	3	2	1	0	HYBRID	LT	FCS	FCS-BM1	
FCS-1858	Dam bao chat luong ma nguon	3	2	1	0	HYBRID	LT	FCS	FCS-BM1	
FCS-1859	Compiler va thong dich gioi thieu	3	2	1	0	HYBRID	LT	FCS	FCS-BM1	
FCS-1860	Lap trinh song song co ban	3	2	1	0	HYBRID	LT	FCS	FCS-BM1	
FCS-1861	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	FCS	FCS-BM1	
FCS-1862	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	FCS	FCS-BM1	
FAD-1863	Hoc lien ket va meta-learning	3	2	1	0	HYBRID	LT	FAD	FAD-BM1	
FAD-1864	Federated learning gioi thieu	3	2	1	0	HYBRID	LT	FAD	FAD-BM1	
FAD-1865	Trien khai mo hinh tai bien mang	3	2	1	0	HYBRID	LT	FAD	FAD-BM1	
FAD-1866	Danh gia do tin cay cua AI	3	2	1	0	HYBRID	LT	FAD	FAD-BM1	
FAD-1867	AI cho xu ly tin hieu y sinh	3	2	1	0	HYBRID	LT	FAD	FAD-BM1	
FAD-1868	Bao mat va tan cong mo hinh ML	3	2	1	0	HYBRID	LT	FAD	FAD-BM1	
FAD-1869	AutoML gioi thieu	3	2	1	0	HYBRID	LT	FAD	FAD-BM1	
FAD-1870	Toi uu hoa suy luan inference	3	2	1	0	HYBRID	LT	FAD	FAD-BM1	
FAD-1871	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	FAD	FAD-BM1	
FAD-1872	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	FAD	FAD-BM1	
FFS-1873	Chuyên đề tự chọn 1 - FFS	3	2	1	0	HYBRID	LT	FFS	FFS-BM1	
FFS-1874	Chuyên đề tự chọn 2 - FFS	3	2	1	0	HYBRID	LT	FFS	FFS-BM1	
FFS-1875	Chuyên đề tự chọn 3 - FFS	3	2	1	0	HYBRID	LT	FFS	FFS-BM1	
FFS-1876	Chuyên đề tự chọn 4 - FFS	3	2	1	0	HYBRID	LT	FFS	FFS-BM1	
FFS-1877	Chuyên đề tự chọn 5 - FFS	3	2	1	0	HYBRID	LT	FFS	FFS-BM1	
FFS-1878	Chuyên đề tự chọn 6 - FFS	3	2	1	0	HYBRID	LT	FFS	FFS-BM1	
FFS-1879	Chuyên đề tự chọn 7 - FFS	3	2	1	0	HYBRID	LT	FFS	FFS-BM1	
FFS-1880	Chuyên đề tự chọn 8 - FFS	3	2	1	0	HYBRID	LT	FFS	FFS-BM1	
FFS-1881	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	FFS	FFS-BM1	
FFS-1882	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	FFS	FFS-BM1	
FOL-1883	Chuyên đề tự chọn 1 - FOL	3	2	1	0	HYBRID	LT	FOL	FOL-BM1	
FOL-1884	Chuyên đề tự chọn 2 - FOL	3	2	1	0	HYBRID	LT	FOL	FOL-BM1	
FOL-1885	Chuyên đề tự chọn 3 - FOL	3	2	1	0	HYBRID	LT	FOL	FOL-BM1	
FOL-1886	Chuyên đề tự chọn 4 - FOL	3	2	1	0	HYBRID	LT	FOL	FOL-BM1	
FOL-1887	Chuyên đề tự chọn 5 - FOL	3	2	1	0	HYBRID	LT	FOL	FOL-BM1	
FOL-1888	Chuyên đề tự chọn 6 - FOL	3	2	1	0	HYBRID	LT	FOL	FOL-BM1	
FOL-1889	Chuyên đề tự chọn 7 - FOL	3	2	1	0	HYBRID	LT	FOL	FOL-BM1	
FOL-1890	Chuyên đề tự chọn 8 - FOL	3	2	1	0	HYBRID	LT	FOL	FOL-BM1	
FOL-1891	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	FOL	FOL-BM1	
FOL-1892	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	FOL	FOL-BM1	
FIDT-1893	Chuyên đề tự chọn 1 - FIDT	3	2	1	0	HYBRID	LT	FIDT	FIDT-BM1	
FIDT-1894	Chuyên đề tự chọn 2 - FIDT	3	2	1	0	HYBRID	LT	FIDT	FIDT-BM1	
FIDT-1895	Chuyên đề tự chọn 3 - FIDT	3	2	1	0	HYBRID	LT	FIDT	FIDT-BM1	
FIDT-1896	Chuyên đề tự chọn 4 - FIDT	3	2	1	0	HYBRID	LT	FIDT	FIDT-BM1	
FIDT-1897	Chuyên đề tự chọn 5 - FIDT	3	2	1	0	HYBRID	LT	FIDT	FIDT-BM1	
FIDT-1898	Chuyên đề tự chọn 6 - FIDT	3	2	1	0	HYBRID	LT	FIDT	FIDT-BM1	
FIDT-1899	Chuyên đề tự chọn 7 - FIDT	3	2	1	0	HYBRID	LT	FIDT	FIDT-BM1	
FIDT-1900	Chuyên đề tự chọn 8 - FIDT	3	2	1	0	HYBRID	LT	FIDT	FIDT-BM1	
FIDT-1901	Đồ án / Khóa luận tốt nghiệp	10	1	2	7	OFFLINE	DA	FIDT	FIDT-BM1	
FIDT-1902	Seminar hướng dẫn đồ án tốt nghiệp	2	2	0	0	OFFLINE	LT	FIDT	FIDT-BM1	
